"1010101010101010", "0101010101010101"
"0010010010010010", "1001001001001001"
"1010010100101001", "0100101001010010"
"1010100101010010", "1001010101001001"
"0101010101010101", "1010010100101001"
"1011100100101001", "1000001110001101"
"1010101011101111", "1101111011101100"
"1010101011111111", "1101111011101100"
"1010101011111111", "1101111011111100"
"0100101111000111", "0010011001110010"
"0100101111000111", "1110110010110101"
"0100110111101011", "0001000101000000"
"0010101111000010", "0111010011010110"
"0001100010010111", "0001110101001111"
"1101111010101001", "1101101110011011"
"1000111111001100", "0110011100000100"
"0110001101101100", "0001101111100110"
"1100001010101101", "0110011110011110"
"0001110010000101", "0100110010011100"
"0000011101100101", "0100011100010100"
"1001110001111001", "0101111111101011"
"1011011011011101", "0000000010101001"
"0011101111101100", "1010001110001000"
"0011101001111110", "0111101100101111"
"1101001111100000", "0101100111000110"
"0100111010000101", "1110101101100100"
"1000100110011101", "1100100011110100"
"0110010111101001", "0101010100010001"
"0110001100110001", "1001010000110011"
"0010110010101100", "1001000100101000"
"0110110100010011", "0001010011110011"
"0100100101100000", "0010100100010110"
"0001100110110101", "0101100001010000"
"0111110110101101", "0010000110001110"
"1111101100010110", "1101011100000010"
"0100100001000000", "0100111110110000"
"1000110011101000", "0101100111010111"
"0011110001100110", "0100101011110100"
"1100011011010011", "0010011010011110"
"0100110011111100", "0110000010111110"
"1110011010001011", "0011100010101000"
"0011100011001000", "0111101011011011"
"0011011011101101", "0001100011101101"
"0001001100100111", "0111011001111100"
"1011110001111101", "0111011100011011"
"1001001110001001", "0111010010010110"
"1110011001100100", "0100101010011000"
"1100101011011000", "1100001100111110"
"0011011011101000", "1111100011010111"
"0001110001111111", "0011000101100101"
"1110110011010010", "0100010010100000"
"1100100110001111", "1000010111000111"
"1111101111011101", "0100101010110100"
"0110011101011110", "0100110010100110"
"1101001100000111", "0101111100010000"
"1010001110101101", "0010011100111101"
"0101101010010101", "1100000110000001"
"0011101100010100", "0100010100010110"
"0001101100011111", "1000100011100000"
"1010101110111011", "0101111110100101"
"1110101110110110", "1011000111011110"
"0100110101100101", "0011011110111001"
"1000000000001101", "1001110101110111"
"0100100011010000", "0000111010110101"
"1010100110000010", "1011100001001111"
"0010111001001110", "1001011000100111"
"1001001011000010", "1010011011111100"
"1110010111000111", "0000010111000100"
"1011010110101001", "1111011011100010"
"1001110011000101", "1101011110101111"
"0011001111110000", "1101101010111101"
"1110011110001101", "0011101001101001"
"0001111011010010", "1010011010100110"
"0001111010010111", "0000101101100110"
"0000100111111000", "1100011111011010"
"0110001010001101", "0011010000000001"
"1110101110011111", "1011001100110011"
"1110101001000001", "0001011001011100"
"1001111111100001", "0100001001010010"
"1011100110100000", "0011110000001100"
"0001101101110110", "1101110000101110"
"1010010011011111", "1101110000000000"
"1010111001101010", "1110100100011000"
"0100000010001000", "1111001001011010"
"1000001101111000", "0100010000111100"
"0001101010100001", "1100001000100101"
"0111010000001111", "0110001100011100"
"0110100111010100", "0110100001011110"
"0110010000011001", "0111110111001111"
"0010100101000101", "1010101011001011"
"1001111001110111", "0111000010110000"
"1011010011101100", "1000001011101000"
"0110100010100001", "1010111100110001"
"1010100011001000", "1011010001000111"
"0011101110101110", "1110011110010101"
"0101111101111100", "1000100101110101"
"1110101001110111", "0010000110001010"
"1001011011010101", "1010011000100111"
"1011000010001100", "0111111011010101"
"0101010001111111", "1110001000010101"
"0111100001000101", "0010010001111111"
"1011010110101100", "1011010111110001"
"0001110011100101", "1001101000110000"
"1000101011111110", "0001000111100101"
"1110110000000111", "0000001011111110"
"1111101011011110", "1000011101111010"
"0100101000110010", "1000111000110001"
"1011110101110101", "1011010111001011"
"0000111100111001", "0001000100110110"
"0000010000110100", "1011010011001000"
"1011011110010000", "1110001001100011"
"1111111101010000", "1101000001110100"
"1011101100011100", "0001010000001011"
"0000011101110000", "1101101110011101"
"1100001111010010", "0010111001010100"
"1001001100011001", "1111010010101001"
"1000111011101000", "1000000000010010"
"0001000101110110", "1100010111011101"
"0011101100000011", "0101100010000100"
"0001000111110101", "0100011011011101"
"0110011011010000", "1010110100111111"
"1101011101001001", "0110100100000101"
"0011110110001000", "1100010001000100"
"1011000000110100", "0011100111011011"
"1001011111101100", "1001100001110101"
"1010001010100100", "0101000010011010"
"0000010101100011", "1000101010101011"
"1010100110100010", "1110100010111000"
"0010110111000001", "0101001101000100"
"1000011111011110", "1100100010100110"
"0101001010001111", "1100011111101100"
"0111110100111010", "0101100000111101"
"0000001000010000", "1110101101010010"
"1110100010101000", "1000000011110000"
"1010110011101000", "0001000001001111"
"1111001000100101", "1001011011011010"
"1111100100110111", "0111001011001100"
"1110001110000100", "0010001110011011"
"0001000000001100", "1011111000111110"
"0010110001111111", "1110101000001001"
"0111010101101011", "1111110011000010"
"1101101000001101", "1011110100111000"
"1111111111000101", "0010000101011110"
"0101011101011100", "1101111101100010"
"1010110011001110", "0100111000010111"
"0100011110110100", "0011011001001101"
"0011110001001101", "1000110110011110"
"0001110001111001", "0011101010011111"
"1101100011110110", "0000010100110001"
"1101111000010100", "0001011011010101"
"1101011100001110", "0000100101110010"
"1111101101110100", "1010110100010101"
"0100101110011111", "0110010011101101"
"1111110110001011", "0000000001110101"
"1101010110010010", "1010000101110110"
"1000110001110100", "0110011101101101"
"1101000010010011", "1001101111000010"
"0001011000100110", "1100011001001101"
"1011111010100011", "1111100001001110"
"0111101000110000", "0100101100101000"
"1101100101000011", "1000000010110011"
"1011111010101011", "1101101111100010"
"1100010110000101", "1111011010111111"
"0000101001010001", "1110001000111010"
"1000101100111100", "1100001110001011"
"1110111111011101", "0001011111001001"
"0111011001111101", "0011101111000001"
"1011111000111011", "0101111101111110"
"0000111110001101", "1000000101000010"
"0110011101011110", "0111010101011000"
"1011101000011111", "1010111111101100"
"1011111011100010", "1100100111110111"
"0000000001111011", "0001111001000110"
"0111001011011000", "1100000010001011"
"0011010101010101", "1010001001100000"
"0001111010101001", "0011111000110110"
"1000101111100100", "1101100100011101"
"0110101111111101", "0011010101101011"
"1110110100000110", "0111010010000101"
"1101110000010110", "0100101010111100"
"1000100001010000", "0001010000111110"
"1011010101100101", "0111101101100110"
"0011111101101001", "0100101100100001"
"0101100011111111", "0011001111000101"
"0101111000011100", "0011110011110101"
"1101101100100100", "1111110000001001"
"1100110010000000", "1010000110011101"
"1000101010011110", "1001101101011001"
"0011010010011001", "0100110011100011"
"1010011001101001", "1111010100111011"
"1011000001110001", "0100010100110011"
"0110011001100111", "0000101000110101"
"0101011110110011", "0110001101100010"
"0111100000110100", "1010000111100010"
"1001000011111000", "0000001011110000"
"0110100110111001", "1101001000111000"
"0010110010101010", "0100000001100111"
"1011011111011011", "1101100100010011"
"1111100111001111", "1000001111100000"
"1100010110010011", "1000111001011001"
"1011100100110010", "1000000001000010"
"1010001010101101", "0011010110101100"
"1010100011100001", "0100100001111111"
"0011110000111011", "0000011100100000"
"1101001111110110", "1001100110110001"
"0011101111010010", "1101111000100010"
"0010000110100101", "0000011100110001"
"1111001100000100", "1111000010111011"
"0001111101001010", "0110110101011011"
"0000000100100000", "0011011000100001"
"1010101100000101", "1101100111001111"
"0011001001011100", "0100010110111001"
"0000101111010010", "0110001101001001"
"1111010111101000", "0011101101110100"
"0100101001110110", "0001101111001011"
"1111011000001110", "0001101001011100"
"0110111111100011", "0001010011110011"
"0011110111000111", "1000110010111000"
"1010010011110001", "0011110010000110"
"0001010110011100", "1111000101111101"
"0001010110001011", "1100000011110000"
"0001001010000011", "1100110100101001"
"1100110111100100", "0001011000001101"
"0110010011101111", "0100111111000001"
"0111111110000100", "0001110010011100"
"1010010101100000", "1001011110111110"
"1111001010111100", "0101111000101001"
"1010100011111101", "1100100011110001"
"0001001100011100", "0100001101000100"
"1010010001111010", "1010001100100000"
"0110010110110111", "1000010011000011"
"0111011100011000", "0100100100001110"
"0100101011000111", "1001011001100110"
"0010000110100111", "0000111100111000"
"1000101001000010", "1000111100101111"
"1000111100000100", "0000100011001001"
"1110010101100011", "0001101101011100"
"0000110011110110", "1010011110110001"
"0000010010111000", "1011010010010010"
"1000110110010101", "1110101111010010"
"1001000011101000", "1110011001101000"
"1000010001110111", "0101100000111011"
"0101011011001000", "0010000101101011"
"1010100000001010", "0011001101010101"
"1010100011000011", "1101010100000011"
"0000101001010101", "0011101101010000"
"0011001100001110", "1101110010001110"
"1101000010011100", "0100011000100011"
"0111001000011010", "1010111001101101"
"0000000011010101", "1110000100011011"
"1111110011110000", "1100111111100110"
"1101110000101110", "1010001100011000"
"1001100100101111", "0110011011101100"
"0010111100101010", "0111110101101110"
"1110011011010010", "0100011001000111"
"0010011000000101", "1101011101000010"
"0110011111100100", "1011110101110000"
"0010000000000101", "1011001110001101"
"0000000101100110", "0111001010100011"
"0001101111011101", "1010110111100111"
"0010010011010010", "1111000001010110"
"1100110011100000", "1001111111001111"
"1100110110100010", "0011111110001010"
"1001111101000011", "1000110011111010"
"1101011000011011", "1010110001010001"
"1100010011101110", "1111111001110100"
"1100011011100100", "1000101011000111"
"1101001101010000", "1011010010111000"
"1011000001100111", "1010010000111010"
"1110000111100110", "0011010001100000"
"1001000100010000", "1001011011001111"
"0011001000100000", "1110111100000101"
"1111111000001110", "0001011010001000"
"1010100000101001", "0011001000001000"
"1000110000101011", "0100000001110000"
"0010000111000010", "0000001111101010"
"0110101011000001", "1010001110111011"
"1110010011000101", "1000110000101001"
"1000000101100111", "1011111110110100"
"1111110011101100", "0001000000111100"
"1011010100011011", "1100100000001001"
"0100000111110010", "1111110100000100"
"0111001001101111", "0111110000000011"
"0101000100111100", "1100111000111100"
"0001011100100001", "0110111011101101"
"0110111110001111", "0110001000100101"
"1100000111011110", "1111000011000111"
"1000010001111001", "1000011011000111"
"0111010111011111", "1100101011111011"
"0111010110000101", "0011101100010101"
"0100010110000011", "1101101100111100"
"1001110100110100", "1001011110111010"
"1111111011100100", "1100010110001001"
"1010110001100110", "1000111111111101"
"0001000101110010", "1010001110101001"
"0011011101110100", "0100111010111100"
